DATE_TIME,Parker release (cfs),Colorado River above Imperial Dam -- USGS Provisional Data flow cfs (SDI=4958),CRIT Final Order,CRIT DIVERSION,Dif,PVID Final Order,PVID DIVERSION,Dif,CRIR - Total Return flow cfs ,PVID Return Flows above Taylor Ferry-return flow cfs ,PVID Return Flows below Taylor Ferry return flow cfs 
20180316,13015,8510,1083,1010,-73,1150,1100,-50,282,63.47,433.82
20180317,12104,6770,1200,1070,-130,1000,1040,40,348,41.77,414.66
20180318,11694,7580,1169,1100,-69,750,836,86,342,50.23,426.21
20180319,9507,9480,1171,1120,-51,1020,1020,0,341,44.69,418.21
20180320,11009,9800,1100,1060,-40,1060,1120,60,357,55.01,368.68
20180321,12499,9620,1160,1090,-70,1100,1090,-10,378,32.01,379.75
20180322,7111,8500,1200,1120,-80,1080,1130,50,400,30.17,388.46
20180323,12582,8660,1120,1070,-50,1200,1270,70,376,49.03,424.75
20180324,12504,8950,1120,1060,-60,1300,1300,0,413,32.22,399.43
20180325,11799,7760,999,970,-29,980,1010,30,373,67.4,405.89
20180326,11504,9370,1121,1050,-71,980,968,-12,371,56.93,429.12
20180327,11897,10100,1000,968,-32,1090,1180,90,384,65.46,369.43
20180328,13408,10600,1100,941,-159,1050,1110,60,372,75.44,365.14
20180329,9201,10600,860,813,-47,1120,1080,-40,329,75.25,381.69
20180330,11201,10400,860,796,-64,1020,1060,40,354,58.36,403.88
20180331,10299,10100,930,840,-90,770,921,151,362,42.4,424.63
20180401,11909,8920,743,702,-41,405,483,78,322,83.84,374.59
20180402,12806,9950,874,803,-71,960,991,31,343,36.22,355.16
20180403,13190,9810,900,836,-64,900,1080,180,344,58.47,377.05
20180404,13791,10500,910,832,-78,1040,994,-46,335,49.4,431.95
20180405,8696,11300,1300,1140,-160,1080,1100,20,367,46.33,387.54
20180406,13202,11100,1271,1180,-91,1010,1020,10,373,55.99,385.39
20180407,14287,10800,1060,1040,-20,850,809,-41,378,47.87,387.82
20180408,13514,9950,901,849,-52,720,699,-21,404,55.57,396.39
20180409,11401,10900,964,892,-72,850,844,-6,376,47.08,380.8
20180410,11001,11000,1118,1030,-88,800,841,41,422,42.47,441.21
20180411,11605,11100,1180,1100,-80,1000,1030,30,409,42.87,371.52
20180412,11699,10800,1230,1130,-100,1150,1150,0,423,41.65,386.14
20180413,12606,9990,1120,1020,-100,1200,1220,20,367,70.76,387.52
20180414,13308,9720,850,817,-33,1220,1310,90,385,51.29,387.61
20180415,13505,9310,733,731,-2,910,993,83,400,42.34,372.09
20180416,12903,10500,830,737,-93,920,926,6,380,47.79,355.74
20180417,13015,10900,942,877,-65,1140,1150,10,382,25.91,399.66
20180418,11997,11100,1024,936,-88,1150,1130,-20,445,36.79,379.34
20180419,10715,11000,933,929,-4,1100,1180,80,428,54.37,390.85
20180420,12596,10300,992,910,-82,1190,1130,-60,392,46.32,383.36
20180421,12599,9630,1147,1000,-147,1200,1170,-30,448,34.49,367.56
20180422,12194,9070,1066,1020,-46,1100,1100,0,489,55.87,385.73
20180423,11801,10200,1149,1060,-89,1280,1360,80,479,40.98,371.44
20180424,12901,10500,1240,1160,-80,1470,1460,-10,485,48.6,374.53
20180425,11812,10300,1348,1250,-98,1510,1560,50,484,46.27,370.01
20180426,10295,10300,1360,1290,-70,1500,1490,-10,501,42.99,371.88
20180427,13696,10400,1158,1160,2,1450,1460,10,469,48.06,394.55
20180428,13507,9320,1180,1110,-70,1150,1260,110,469,35.99,404.84
20180429,12402,8340,1100,1060,-40,890,926,36,477,38.72,376.62
20180430,11606,9680,1204,1100,-104,1220,1280,60,442,38.76,381.86
20180501,10710,9930,1400,1280,-120,1270,1310,40,463,46.23,438.53
20180502,11025,10500,1387,1330,-57,1430,1420,-10,477,55.58,431.37
20180503,8314,10300,1473,1390,-83,1400,1410,10,498,65.65,437.3
20180504,13294,8990,1346,1250,-96,1350,1410,60,484,73.23,433.4
20180505,13616,8460,1269,1220,-49,1140,1200,60,448,47.08,431.57
20180506,13203,8590,1280,1060,-220,1000,1030,30,512,62.7,434.73
20180507,12296,10100,1073,1020,-53,1300,1330,30,456,40.11,418.03
20180508,12405,10500,1148,1100,-48,1400,1500,100,399,43.73,390.48
20180509,11698,10400,1387,1340,-47,1500,1610,110,473,53.28,392.11
20180510,9401,10500,1438,1400,-38,1620,1570,-50,455,57.84,438.04
20180511,13900,10300,1588,1490,-98,1680,1660,-20,491,47.42,400.55
20180512,13509,9070,1444,1390,-54,1320,1510,190,565,48.33,405.7
20180513,11502,7860,1200,1140,-60,1400,1200,-200,517,53.62,458.63
20180514,10801,9780,1100,1040,-60,1150,1090,-60,437,79.27,432.32
20180515,10403,10200,1188,1140,-48,1480,1400,-80,456,95.22,409.79
20180516,11497,10200,1280,1210,-70,1350,1370,20,483,51.57,419.02
20180517,8001,10200,1180,1170,-10,1350,1320,-30,470,60.29,414.81
20180518,13917,8610,1169,1120,-49,1200,1370,170,520,31.54,396.53
20180519,12505,8090,1188,1090,-98,1180,1360,180,501,42.72,421.79
20180520,11030,7700,1150,1080,-70,1100,1120,20,401,50.34,487.88
20180521,11320,9880,1150,1080,-70,1200,1240,40,405,45.83,476.23
20180522,10212,10200,1237,1160,-77,1250,1360,110,380,46.45,396.43
20180523,9101,9570,1185,1130,-55,1280,1300,20,263,36.84,429.78
20180524,7419,9280,1377,1300,-77,1250,1310,60,279,52.38,461.38
20180525,13815,8330,1362,1340,-22,1500,1430,-70,434,43.62,445.32
20180526,12602,6660,1436,1340,-96,1580,1560,-20,446,45.68,454.64
20180527,11598,7130,1200,1120,-80,1300,1280,-20,462,59.68,513.86
20180528,10710,9240,1195,1120,-75,1550,1490,-60,407,41.42,513.25
20180529,10801,9790,1074,1030,-44,1580,1550,-30,338,39.38,495.97
20180530,12100,9560,1316,1200,-116,1700,1840,140,361,46.11,487.39
20180531,8703,8850,1400,1330,-70,1650,1720,70,376,58.19,505.95
20180601,13512,8880,1379,1320,-59,1560,1510,-50,419,57.97,534.63
20180602,13501,8610,1216,1320,104,1420,1400,-20,428,49.65,574.8
20180603,13901,7410,1070,1190,120,1260,1180,-80,418,49.06,573.35
20180604,13210,9460,1140,1050,-90,1400,1310,-90,379,23.86,507.92
20180605,14189,10300,1240,1170,-70,1560,1690,130,358,31.73,450.61
20180606,13999,10700,1355,1260,-95,1580,1660,80,442,51.18,450.59
20180607,10400,10700,1480,1410,-70,1700,1650,-50,400,64.56,498.23
20180608,11100,10300,1386,1390,4,1430,1430,0,422,64.62,503.49
20180609,11698,9810,1375,1400,25,1150,1260,110,367,55.76,474.17
20180610,12204,8780,1380,1330,-50,1100,1130,30,352,39.34,449.6
20180611,11995,8760,1400,1320,-80,1260,1230,-30,389,39.08,465.7
20180612,10998,9230,1370,1300,-70,1550,1540,-10,413,71.7,462.36
20180613,10004,9480,1400,1380,-20,1350,1450,100,429,60.29,475.4
20180614,11585,9050,1450,1390,-60,1400,1590,190,412,36.06,515.52
20180615,13011,8740,1440,1340,-100,1530,1560,30,404,45.92,482.72
20180616,13494,7820,1290,1220,-70,1260,1340,80,372,60.98,501.23
20180617,12220,8350,1400,1080,-320,1080,1110,30,427,48.72,558.29
20180618,11995,9390,1104,1060,-44,1600,1510,-90,358,47.71,528.33
20180619,11596,10000,1120,1130,10,1560,1580,20,355,37.46,500.96
20180620,11113,10500,1230,1140,-90,1700,1680,-20,332,62.05,498.78
20180621,6514,9890,1315,1200,-115,1550,1720,170,303,53.63,502.74
20180622,11897,9170,1388,1270,-118,1500,1540,40,275,53.22,490.79
20180623,12795,8030,1290,1210,-80,1480,1440,-40,325,36.42,500.02
20180624,13104,6790,1082,1040,-42,1200,1190,-10,313,51.33,497.69
20180625,11903,8210,1116,1050,-66,1450,1430,-20,307,86.18,484.59
20180626,11191,9070,1236,1130,-106,1650,1610,-40,334,97.86,475.83
20180627,10000,10100,1365,1200,-165,1680,1550,-130,362,64.08,476.22
20180628,8403,9710,1454,1220,-234,1600,1670,70,335,53.06,489.91
20180629,13892,8710,1449,1220,-229,1600,1560,-40,381,49.66,521.51
20180630,13308,7990,1320,1240,-80,1520,1520,0,378,49.37,481.4
20180701,12207,7780,1350,1230,-120,1360,1330,-30,386,42.06,501.77
20180702,10708,9590,1340,1220,-120,1590,1500,-90,399,44.29,464.72
20180703,12800,9680,1380,1240,-140,1590,1660,70,418,32.71,462.61
20180704,12302,10200,1306,1230,-76,1740,1670,-70,423,38.98,471.77
20180705,5496,9260,1338,1250,-88,1670,1680,10,411,33.44,486.26
20180706,11798,9350,1399,1260,-139,1460,1490,30,339,30.72,504.65
20180707,10801,8280,1416,1350,-66,1510,1480,-30,357,33.54,547.22
20180708,11799,6980,1461,1240,-221,1300,1290,-10,313,59.39,504.97
20180709,11195,8400,1431,1380,-51,1400,1440,40,374,38.77,526.5
20180710,10995,8930,1477,1410,-67,1390,1580,190,420,32.36,520.36
20180711,10401,9060,1341,1340,-1,1580,1540,-40,423,45.31,518.07
20180712,6000,9020,1443,1370,-73,1560,1580,20,390,54.36,513.83
20180713,11306,8380,1495,1400,-95,1520,1520,0,448,56.6,487.12
20180714,12694,7440,1397,1310,-87,1460,1480,20,417,69.68,502.8
20180715,11299,6670,1283,1230,-53,1050,1120,70,384,53.86,481.16
20180716,10705,8540,1330,1180,-150,1300,1250,-50,430,50.35,519.35
20180717,11895,9300,1428,1220,-208,1600,1540,-60,467,45.94,462.67
20180718,13112,9430,1422,1280,-142,1500,1450,-50,558,48.2,477.9
20180719,7010,8980,1215,1230,15,1150,1290,140,498,56.09,481.08
20180720,9900,8950,1130,1170,40,1280,1260,-20,411,56.61,482.58
20180721,10503,8200,1321,1230,-91,1300,1310,10,491,49.74,484.87
20180722,10399,6340,1366,1200,-166,1220,1250,30,529,40.66,460.65
20180723,10006,8170,1288,1200,-88,1570,1550,-20,524,39.96,449.22
20180724,9099,8100,1192,1160,-32,1580,1500,-80,449,52.8,473.38
20180725,8779,8180,1170,1120,-50,1680,1630,-50,409,51.39,462.11
20180726,9114,7600,1184,1110,-74,1750,1870,120,423,29.02,456.14
20180727,11810,7150,1164,1120,-44,1900,1830,-70,485,44.28,480.3
20180728,12497,6660,1185,1100,-85,1480,1500,20,539,58.78,487.35
20180729,11300,6620,1088,1040,-48,1420,1420,0,532,38.55,480.53
20180730,11298,8600,1247,1090,-157,1530,1640,110,530,57.82,456.45
20180731,11413,9180,1090,1050,-40,1500,1480,-20,558,39.9,477.73
20180801,9998,9200,1140,1080,-60,1750,1670,-80,573,40.64,476.35
20180802,10000,8930,1230,1160,-70,1700,1720,20,525,35.8,482.62
20180803,11697,9030,1370,1290,-80,1800,1840,40,535,19.1,480.81
20180804,11399,8080,1331,1350,19,1870,2000,130,561,40.19,481.5
20180805,10908,7840,1380,1350,-30,1850,1660,-190,587,60.44,520.91
20180806,9002,8350,1300,1280,-20,1800,1840,40,569,61.76,513.32
20180807,10405,8450,1388,1300,-88,1880,1870,-10,501,86.54,506.84
20180808,12001,8340,1339,1290,-49,1950,1900,-50,518,69.54,526.34
20180809,10037,6980,1412,1330,-82,1820,1960,140,542,40.56,528.98
20180810,10702,6960,1238,1230,-8,1900,1850,-50,563,58.49,511.56
20180811,11306,7680,1253,1190,-63,1590,1860,270,528,57.51,524.23
20180812,10307,7540,1185,1130,-55,1450,1500,50,591,79.64,551.19
20180813,8930,7360,1047,1000,-47,1520,1540,20,582,54.58,552.34
20180814,9810,8400,1066,1040,-26,1650,1710,60,520,48.2,490.29
20180815,9303,8450,1077,984,-93,1860,1780,-80,554,52.09,467.39
20180816,7499,7550,930,832,-98,1700,1730,30,601,64.34,474.15
20180817,11105,7250,711,667,-44,1690,1620,-70,545,39.75,497.53
20180818,11790,7510,775,743,-32,1800,1760,-40,605,45.1,443.81
20180819,10194,6600,831,754,-77,1420,1480,60,595,87.38,561.95
20180820,8397,7420,978,881,-97,1700,1700,0,586,61.18,538.82
20180821,8304,8790,1132,1020,-112,1700,1780,80,548,45.4,536.05
20180822,8544,8160,1358,1110,-248,1870,1900,30,486,31.69,547.63
20180823,7708,7800,1354,1250,-104,1850,1840,-10,462,41.83,567.29
20180824,12400,6850,1296,1220,-76,1750,1760,10,444,44.61,541.85
20180825,10906,5460,1294,1190,-104,1350,1430,80,603,64.82,555.58
20180826,11095,6000,1020,1020,0,1380,1380,0,587,43.52,539.16
20180827,10199,7810,1082,986,-96,1720,1650,-70,551,33.43,537.51
20180828,9297,8800,1267,1070,-197,1650,1680,30,583,62.86,504.01
20180829,7800,8130,1260,1120,-140,1700,1800,100,497,33.72,491.01
20180830,6299,7830,1304,1140,-164,1850,1840,-10,410,42.21,514.89
20180831,10496,7150,1066,1020,-46,1820,1750,-70,381,46.75,499.28
20180901,9179,5550,926,855,-71,1650,1630,-20,542,24.49,526.2
20180902,9273,5470,1300,862,-438,1460,1410,-50,527,44.82,548.49
20180903,8503,7390,972,866,-106,1500,1560,60,511,47.61,573.99
20180904,9493,7530,945,864,-81,1660,1630,-30,454,65.99,524.81
20180905,8991,7740,1043,918,-125,1700,1700,0,499,38.45,524.34
20180906,6816,6730,1020,930,-90,1680,1650,-30,484,62.27,509.36
20180907,11001,7030,1080,952,-128,1660,1650,-10,454,39.29,509.36
20180908,8507,6580,1208,1010,-198,1600,1520,-80,517,50.09,573.67
20180909,8316,6280,1120,995,-125,1290,1260,-30,466,48.64,461.17
20180910,9199,7710,1170,965,-205,1360,1380,20,485,29.7,543.98
20180911,9099,7510,1172,862,-310,1480,1490,10,479,44.18,531.73
20180912,8206,6840,1208,1030,-178,1500,1540,40,499,47.73,545.46
20180913,7800,6940,1188,1120,-68,1650,1600,-50,460,51.59,541.59
20180914,10001,6760,1192,1100,-92,1640,1410,-230,484,49.05,536.36
20180915,9086,6510,1216,1130,-86,1250,1300,50,480,51.04,541.91
20180916,9398,5800,1226,1160,-66,890,963,73,474,48.13,420.9
20180917,10100,7550,1170,1110,-60,1220,1280,60,475,60.66,518.39
20180918,10502,7620,1031,976,-55,1480,1450,-30,490,54.71,541.62
20180919,9299,7420,1180,1080,-100,1400,1420,20,497,42.78,514.69
20180920,6816,8180,1084,1060,-24,1360,1450,90,430,54.26,482.97
20180921,9806,8270,1230,1140,-90,1410,1330,-80,433,68.55,527.71
20180922,9798,7510,1136,1110,-26,1000,1110,110,431,49.34,507.26
20180923,10212,6230,947,926,-21,900,938,38,483,38.29,499.76
20180924,9604,7440,1090,976,-114,1270,1330,60,481,50.48,545.75
20180925,9508,7690,1170,1090,-80,1450,1460,10,467,42.59,562.69
20180926,8292,7710,1062,1030,-32,1460,1460,0,419,67.63,561.96
20180927,3600,8050,1161,1040,-121,1600,1490,-110,410,42.59,520.56
20180928,4696,7980,1007,933,-74,1450,1530,80,343,60.53,561.14
20180929,7020,6950,1040,938,-102,1060,1170,110,281,37.64,530.28
20180930,6014,4160,853,798,-55,900,700,-200,357,73.15,584.57
20181001,4687,4280,799,738,-61,550,550,0,426,46.91,607.53
20181002,8992,5760,663,704,41,670,632,-38,325,37.82,532.27
20181003,5997,5230,693,673,-20,820,810,-10,478,44.46,477.99
20181004,3496,5040,852,766,-86,980,1040,60,339,45.88,480.38
20181005,9194,6270,770,790,20,1100,1180,80,386,41.87,481.13
20181006,8899,5040,718,676,-42,1100,1080,-20,447,94.22,472.83
20181007,8502,4350,614,616,2,700,674,-26,420,53.51,469.31
20181008,8309,6650,653,634,-19,880,813,-67,417,61.93,460.77
20181009,8109,7220,715,657,-58,860,837,-23,426,43.27,485.14
20181010,5795,7340,731,677,-54,940,986,46,387,50.61,477.91
20181011,3512,7130,620,569,-51,930,959,29,329,58.94,489.31
20181012,8502,6780,568,551,-17,990,980,-10,294,81.64,473.69
20181013,7000,5270,237,471,234,350,428,78,614,61.51,82.95
20181014,3500,5830,449,388,-61,420,402,-18,519,60.6,692.17
20181015,3104,7580,323,387,64,500,497,-3,336,53.02,549.85
20181016,8907,6920,275,380,105,480,506,26,344,50.75,494.84
20181017,8998,5080,429,389,-40,590,616,26,538,46.31,473
20181018,3997,4870,415,418,3,530,651,121,489,31.34,435.02
20181019,5496,7420,419,445,26,760,772,12,435,55.44,446.44
20181020,4795,7410,401,415,14,720,764,44,435,53.62,419.49
20181021,7798,5860,346,380,34,500,524,24,384,35.84,456.04
20181022,6207,5550,431,436,5,630,668,38,442,55.94,451.56
20181023,5902,6190,440,442,2,630,703,73,395,58.97,440.25
20181024,5004,7170,461,458,-3,700,704,4,341,70.1,437.42
20181025,5006,6270,508,491,-17,760,748,-12,326,59.09,453.26
20181026,6505,5920,470,465,-5,800,847,47,380,49.73,466.5
20181027,7794,5240,420,395,-25,700,670,-30,366,64.13,488.38
20181028,8187,5640,379,399,20,500,506,6,414,44.42,493.55
20181029,6108,6550,436,412,-24,580,592,12,421,37.36,457.14
20181030,5294,7640,370,409,39,670,714,44,332,34.2,468.57
20181031,5008,7470,550,476,-74,750,791,41,323,44.98,447.67
20181101,6800,6320,580,563,-17,850,832,-18,293,45.64,488.61
20181102,8676,5080,624,570,-54,880,831,-49,410,37.51,469.43
20181103,8402,4900,549,544,-5,880,886,6,436,43.15,461.06
20181104,5996,6570,495,525,30,700,718,18,440,57.4,468.8
20181105,5204,7550,517,525,8,820,820,0,394,49.63,462.49
20181106,7013,7170,575,531,-44,680,669,-11,347,44.32,484.45
20181107,5117,6220,568,547,-21,730,764,34,395,51.51,447.51
20181108,5411,5640,591,552,-39,780,809,29,305,35.04,455.37
20181109,6302,6060,568,550,-18,800,869,69,363,49.1,471.46
20181110,6283,5130,527,514,-13,800,772,-28,313,57.9,478.36
20181111,6091,5290,476,458,-18,650,635,-15,328,58.73,482.05
20181112,6491,5730,550,488,-62,780,837,57,415,73.72,479.1
20181113,7298,5640,500,477,-23,760,768,8,333,40.79,495.34
20181114,6599,5930,665,586,-79,730,721,-9,384,46.94,494.52
20181115,4000,6140,650,594,-56,840,837,-3,316,49.12,456.61
20181116,8298,6210,650,588,-62,950,904,-46,287,48.48,447.52
20181117,5006,5790,580,527,-53,720,688,-32,353,46.02,416.83
20181118,9300,4850,580,535,-45,600,597,-3,367,40.51,452.48
20181119,4005,6460,642,601,-41,800,767,-33,356,54.34,460.11
20181120,4804,6250,730,651,-79,780,807,27,298,68.33,472.57
20181121,3501,6600,730,597,-133,800,756,-44,249,62.39,469.21
20181122,3198,5440,460,440,-20,580,580,0,265,51.89,503.89
20181123,7596,4460,475,470,-5,580,584,4,265,38.64,473.68
20181124,6792,4320,480,473,-7,500,510,10,346,43.01,476.29
20181125,4700,4600,500,445,-55,450,416,-34,304,36.81,478.21
20181126,4096,6120,448,467,19,650,665,15,261,48.35,486.78
20181127,4501,5980,560,499,-61,690,805,115,244,54.7,456.17
20181128,8003,5000,625,571,-54,700,676,-24,294,51.09,480.73
20181129,3404,4850,600,557,-43,680,701,21,267,48.03,461.99
20181130,7201,4910,550,510,-40,710,788,78,244,54.69,471.58
20181201,6992,5730,616,541,-75,670,801,131,222,54.78,446.78
20181202,6500,5170,548,514,-34,560,569,9,247,50.81,432.18
20181203,5502,5870,468,464,-4,650,672,22,280,48.86,447.62
20181204,4497,6080,570,478,-92,530,576,46,266,52.45,439.35
20181205,3796,5600,436,452,16,500,468,-32,282,47.26,425.36
20181206,1798,4730,438,420,-18,460,466,6,331,43.73,453.93
20181207,2712,3750,190,315,125,300,305,5,307,41.06,513.08
20181208,4003,3480,169,230,61,310,335,25,341,38.24,450.37
20181209,3485,3440,196,210,14,350,369,19,352,43.16,410.07
20181210,2990,3300,196,206,10,340,368,28,352,41.08,434.32
20181211,1799,4070,196,209,13,420,418,-2,305,35.54,410.19
20181212,1796,3770,196,209,13,380,396,16,258,47.43,383.57
20181213,2199,3290,196,208,12,320,352,32,248,57.06,414.627
20181214,4995,2880,186,208,22,410,441,31,322,50.78,414.28
20181215,4301,2790,207,209,2,440,462,22,404,54.4,391.6
20181216,4200,2630,340,210,-130,400,393,-7,381,47.09,440.21
20181217,1811,4080,197,209,12,420,428,8,361,48.9,421.77
20181218,1795,4530,425,313,-112,440,511,71,360,59.1,440.85
20181219,2003,4390,414,394,-20,550,571,21,353,62.82,430.02
20181220,1597,3590,389,426,37,680,562,-118,349,59.5,429.07
20181221,1598,3420,381,413,32,530,506,-24,323,55.26,425.4
20181222,4003,2880,460,418,-42,340,364,24,322,55.44,443.85
20181223,4000,2560,390,405,15,300,324,24,297,56.22,435.52
20181224,3197,2290,400,398,-2,280,298,18,332,57.01,450.49
20181225,3908,2520,318,397,79,290,303,13,369,63.2,444.09
20181226,1996,4090,375,396,21,520,555,35,365,57.9,400.35
20181227,3201,3740,445,421,-24,590,629,39,349,54.23,394.88
20181228,2998,3640,414,415,1,660,690,30,315,48.02,406.27
20181229,4998,3570,535,449,-86,560,676,116,371,49.97,449.15
20181230,5502,3470,437,418,-19,420,484,64,291,50.21,439.3
20181231,5799,3160,342,374,32,490,476,-14,314,48.87,438.48
20190101,5399,3330,285,366,81,320,348,28,279,45.73,436.17
20190102,4997,5000,346,366,20,500,550,50,292,39.92,408.57
20190103,3297,5480,387,362,-25,480,514,34,282,41.3,432.43
20190104,5494,4870,477,460,-17,520,555,35,285,43.29,418.47
20190105,6294,4340,628,557,-71,660,588,-72,304,42.54,432.71
20190106,2897,3870,536,490,-46,400,485,85,292,30.67,449.09
20190107,1690,4760,501,496,-5,450,460,10,288,35.88,418.47
20190108,3595,5290,512,484,-28,250,558,308,288,44.94,369.89
20190109,3699,3970,502,485,-17,450,593,143,287,41.46,391.64
20190110,4392,3140,434,421,-13,550,593,43,277,42.88,389.48
20190111,2691,3010,198,166,-32,500,545,45,428,39,405.44
20190112,2994,3150,400,1,-399,450,502,52,262,43.72,405.78
20190113,3997,3180,400,1,-399,410,423,13,136,46.67,421.99
20190114,2406,3590,0,1,1,430,453,23,150,43.33,436.25
20190115,1797,3030,0,1,1,220,286,66,147,51.91,459.11
20190116,1600,3730,0,1,1,240,269,29,132,50.41,444.26
20190117,1594,3060,0,1,1,260,275,15,124,53.38,429
20190118,3498,3110,0,1,1,280,303,23,124,57.53,417.34
20190119,3304,3150,0,1,1,320,339,19,149,48.31,410.53
20190120,4003,2780,0,1,1,330,366,36,140,57.41,403.01
20190121,4700,3560,0,1,1,500,394,-106,148,51.59,417.72
20190122,6196,3770,0,1,1,390,390,0,146,53.22,446.21
20190123,5798,4000,0,0,0,300,329,29,163,58.04,424.15
20190124,3290,4250,0,0,0,400,423,23,150,46.61,390.79
20190125,5902,5570,0,0,0,480,447,-33,147,64.28,390.65
20190126,5995,4700,0,0,0,450,482,32,149,50.95,390.11
20190127,6794,4080,0,0,0,350,424,74,147,47.53,389.11
20190128,4885,5870,0,0,0,780,822,42,162,46.42,396.38
20190129,4615,5770,0,0,0,680,721,41,137,30.88,385.05
20190130,5500,5290,0,0,0,630,658,28,151,47.31,390.03
20190131,2597,5010,0,0,0,680,740,60,145,39.03,389.84
20190201,4206,4530,0,0,0,770,784,14,134,34.96,426.63
20190202,3996,4590,0,0,0,650,811,161,140,36.16,411.82
20190203,5203,3290,0,0,0,560,565,5,141,34.96,426.63
20190204,7998,4130,300,0,-300,780,719,-61,147,43.84,406.09
20190205,8983,4940,400,272,-128,780,847,67,248,41.39,415.02
20190206,8098,5400,525,411,-114,920,888,-32,272,52.52,421.4
20190207,5196,5830,525,482,-43,900,888,-12,284,46.08,408.97
20190208,7503,6760,525,497,-28,850,877,27,290,40.67,388.51
20190209,7002,6000,630,659,29,800,761,-39,329,36.18,381.64
20190210,6199,5910,660,645,-15,590,599,9,313,38.27,390.34
20190211,6506,6680,724,675,-49,660,688,28,319,21.76,383.23
20190212,7003,5950,820,736,-84,720,763,43,334,25.82,360.33
20190213,4603,6130,787,760,-27,800,878,78,337,25.9,372.63
20190214,2007,5720,436,509,73,680,689,9,293,42.25,385.5
20190215,5499,5250,400,368,-32,700,621,-79,300,52.29,407.18
20190216,7003,4660,211,332,121,580,593,13,300,31.85,387.46
20190217,7403,3920,336,374,38,640,618,-22,297,41.84,382.39
20190218,7599,5120,500,448,-52,840,851,11,299,40.02,418.04
20190219,8813,6200,540,479,-61,890,926,36,291,31.55,387.72
20190220,7809,6590,560,516,-44,1000,1090,90,295,45.22,391.65
20190221,4225,6610,513,540,27,960,1010,50,302,51.59,417.72
20190222,7202,6600,520,473,-47,1020,1010,-10,294,41.15,390.24
20190223,7001,5660,465,473,8,990,921,-69,291,37.3,454.31
20190224,9104,5010,449,443,-6,680,712,32,279,37.12,451.53
20190225,9682,6540,411,421,10,880,762,-118,283,44.31,393.39
20190226,8907,6400,498,447,-51,900,909,9,287,37.07,374.92
20190227,8396,7250,600,567,-33,900,863,-37,304,37.96,397.43
20190228,4594,7420,701,667,-34,950,1110,160,323,54.54,362.21
20190301,8581,7810,757,711,-46,1100,1210,110,331,46.4,368.39
20190302,9199,6480,870,795,-75,920,1040,120,353,54.65,393.7
20190303,9586,5610,700,648,-52,650,739,89,323,56.12,445.95
20190304,10694,6880,813,699,-114,1120,1030,-90,330,55.25,467.15
20190305,9199,8110,900,808,-92,980,901,-79,353,46.47,413.96
20190306,10598,8450,850,770,-80,1000,981,-19,351,38.66,390.63
20190307,4890,8650,865,796,-69,1100,1140,40,361,38.35,376.49
20190308,9304,8390,950,846,-104,1200,1200,0,353,26.03,408.52
20190309,10698,7280,803,732,-71,1200,1290,90,337,32.38,386.49
20190310,11698,6370,775,711,-64,1100,1140,40,340,28.29,392.09
20190311,11696,8280,780,744,-36,1100,1180,80,332,37.14,401.81
20190312,8997,8590,625,648,23,1020,1060,40,326,55.18,401.46
20190313,9400,8520,575,547,-28,1100,1010,-90,325,42.7,440.39
20190314,7006,9240,575,534,-41,1060,1040,-20,323,27.8,417.24
20190315,9009,8540,669,632,-37,1100,1090,-10,323,39.76,425.6
20190316,9808,7640,670,640,-30,1080,1150,70,314,41.85,460.58
20190317,10703,7190,670,612,-58,780,793,13,315,55,431.34
20190318,10205,7730,685,644,-41,1000,972,-28,322,41.28,435.49
20190319,10700,8540,734,673,-61,1100,1210,110,329,46.26,389.5
20190320,12012,9130,790,731,-59,1220,1350,130,334,37.03,389.98
20190321,8797,8830,850,781,-69,1260,1300,40,345,40.43,444.99
20190322,10400,9190,900,789,-111,1380,1340,-40,342,37.88,475.25
20190323,10408,8860,910,792,-118,1280,1280,0,340,47.59,439.77
20190324,13197,7850,756,693,-63,1100,1070,-30,340,52.05,418.71
20190325,12997,8810,740,755,15,1200,1210,10,341,51.01,412.9
20190326,13198,9900,760,722,-38,1250,1360,110,332,45.55,406.73
20190327,13577,10400,750,671,-79,1300,1280,-20,318,46.66,424.61
20190328,8688,10900,820,743,-77,1150,1060,-90,336,61.1,432.91
20190329,12496,10500,856,769,-87,1220,1180,-40,336,45.32,420.86
20190330,8807,9480,840,781,-59,1060,1050,-10,339,58.93,417.3
20190331,10896,9100,731,708,-23,1040,1010,-30,344,48.07,444.09
20190401,11200,9680,877,766,-111,1350,1270,-80,338,42.26,448.76
20190402,13593,9620,769,715,-54,1100,1120,20,331,42.2,445.43
20190403,13784,9580,1000,862,-138,1310,1180,-130,351,59.47,441.85
20190404,5995,9900,880,867,-13,1220,1170,-50,357,66.49,448.01
20190405,13600,10400,982,889,-93,1200,1190,-10,365,60.31,427.92
20190406,13297,9630,877,866,-11,1180,1170,-10,358,55.37,418.96
20190407,13477,8640,1117,945,-172,800,910,110,373,46.67,426.07
20190408,12601,10300,898,831,-67,1200,1170,-30,349,38.57,384.14
20190409,13000,11000,887,835,-52,1250,1320,70,355,65.01,418.95
20190410,12309,11100,950,856,-94,1080,1080,0,353,54.25,431.48
20190411,5799,11100,1121,998,-123,1100,1150,50,377,34.59,410.96
20190412,13401,10900,1078,958,-120,1260,1250,-10,367,48.09,434.95
