DATE_TIME,Parker release (cfs),Colorado River above Imperial Dam -- USGS Provisional Data flow cfs (SDI=4958),CRIT Final Order,CRIT DIVERSION,Dif,PVID Final Order,PVID DIVERSION,Dif,CRIT - Total Return flow cfs ,PVID Return Flows above Taylor Ferry-return flow cfs ,PVID Return Flows below Taylor Ferry return flow cfs ,Colorado River below Palo Verde Dam
2016-07-27,8196,7690,1219,1140,-79,1580,1590,10,269,67.76,583.71,5080
2016-07-28,7206,7170,1278,1160,-118,1600,1660,60,284,54.41,561.62,4980
2016-07-29,10098,6780,1210,1110,-100,1650,1640,-10,276,80.62,535.51,4130
2016-07-30,8999,5870,1005,981,-24,950,1220,270,391,96.51,508.43,7540
2016-07-31,8996,6050,934,866,-68,900,1060,160,264,91.94,551.82,6860
2016-08-01,10403,7470,1027,893,-134,1700,1480,-220,287,66.22,538.54,6270
2016-08-02,10399,7730,950,884,-66,1600,1550,-50,264,71.82,539.36,7790
2016-08-03,10105,7700,928,872,-56,1670,1640,-30,233,63.97,534.95,7640
2016-08-04,7997,8610,848,810,-38,1850,1740,-110,249,79.34,551.16,7150
2016-08-05,9808,8200,689,658,-31,1650,1690,40,242,89.14,562.66,5680
2016-08-06,9201,7360,852,673,-179,1560,1620,60,234,49.99,579.28,7160
2016-08-07,9011,6780,900,691,-209,1400,1470,70,285,55.74,607.42,6730
2016-08-08,9012,7530,998,743,-255,1740,1740,0,330,40.53,576.5,6350
2016-08-09,10389,7470,1129,885,-244,1720,1660,-60,305,43.9,596.84,6090
2016-08-10,10621,7140,1253,1100,-153,1880,1770,-110,282,55.11,596.95,7500
2016-08-11,7313,7450,1281,1150,-131,1800,1740,-60,256,52.63,606.32,7320
2016-08-12,9694,7480,1170,1100,-70,1680,1750,70,311,91.37,519.73,4820
2016-08-13,9992,7630,1070,1060,-10,1640,1700,60,375,59.31,515.27,6530
2016-08-14,10399,6610,1070,1000,-70,1260,1290,30,335,65.19,526.03,7640
2016-08-15,12990,7670,1360,1190,-170,1430,1520,90,434,57.88,530.41,7920
2016-08-16,11510,8010,1237,1080,-157,1650,1790,140,307,77.99,515.69,10400
2016-08-17,8309,7940,1021,1010,-11,1650,1730,80,397,90.98,533.48,8350
2016-08-18,6605,8390,1186,1070,-116,1530,1420,-110,357,81.26,552.14,5890
2016-08-19,9002,8750,1130,1020,-110,1560,1550,-10,366,70.5,512.91,4630
2016-08-20,8501,7180,1032,938,-94,1550,1470,-80,357,41.16,535.39,6400
2016-08-21,9897,6280,875,849,-26,1100,1130,30,310,97.46,502.76,6610
2016-08-22,8500,7080,980,871,-109,1400,1430,30,326,53.71,565.89,7480
2016-08-23,9001,7120,1151,1010,-141,1450,1370,-80,377,62.33,589.87,6470
2016-08-24,8900,7610,928,919,-9,1350,1370,20,331,56.15,535.81,6560
2016-08-25,5597,7300,952,908,-44,1480,1490,10,387,61.21,537.01,6390
2016-08-26,9604,7020,961,923,-38,1650,1600,-50,323,57.94,531.61,3350
2016-08-27,9001,6530,1150,972,-178,1550,1550,0,389,87.86,560.65,7110
2016-08-28,8983,5840,1150,923,-227,1250,1280,30,335,69.7,536.51,6860
2016-08-29,9782,7230,1059,945,-114,1550,1460,-90,316,42.2,569.47,6700
2016-08-30,9400,7230,1254,1050,-204,1300,1370,70,365,42.02,539.08,7370
2016-08-31,7199,7300,1227,1110,-117,1420,1430,10,468,58.31,507.25,7010
2016-09-01,5696,7340,1198,1100,-98,1500,1610,110,466,58.11,526.21,4700
2016-09-02,9195,7270,1079,1030,-49,1580,1600,20,292,28.03,541.66,4230
2016-09-03,9495,5670,998,973,-25,1620,1630,10,273,102.01,521.69,6390
2016-09-04,10305,5530,1082,1000,-82,1180,1160,-20,291,94.62,591.89,7610
2016-09-05,9903,6700,1042,992,-50,1290,1250,-40,360,75.69,627.61,8020
2016-09-06,9519,7210,997,950,-47,1180,1240,60,447,82.86,552,7510
2016-09-07,7799,7120,1011,948,-63,1250,1250,0,482,80.69,514.99,7660
2016-09-08,5806,7690,947,888,-59,1300,1300,0,405,92.65,539.01,5900
2016-09-09,9133,7510,884,850,-34,1350,1360,10,308,77.77,546.84,3990
2016-09-10,9096,6360,875,792,-83,1380,1390,10,371,74.65,543.92,7020
2016-09-11,9397,5750,799,717,-82,1200,1190,-10,370,68.62,554.79,7330
2016-09-12,8813,7040,714,675,-39,1180,1300,120,311,58.12,549.41,7630
2016-09-13,9308,7650,738,675,-63,1250,1220,-30,288,70.37,560.47,7350
2016-09-14,8210,7730,790,726,-64,1230,1270,40,287,60.93,578.9,7580
2016-09-15,5799,7930,852,754,-98,1300,1280,-20,372,55.75,529.95,6210
2016-09-16,8316,7780,785,724,-61,1300,1360,60,341,70.98,583.18,4120
2016-09-17,8687,7010,805,717,-88,1120,1320,200,314,66.58,555.05,6460
2016-09-18,9197,5680,816,697,-119,1050,1100,50,299,60.39,527.96,7010
2016-09-19,7607,7180,961,762,-199,1260,1290,30,329,46.2,537.79,7410
2016-09-20,6499,7440,910,779,-131,1120,1120,0,342,75.31,530.89,5410
2016-09-21,5305,6710,925,814,-111,790,867,77,313,94.62,565.39,5340
2016-09-22,5001,6420,836,769,-67,750,834,84,253,94.42,571.84,3760
2016-09-23,8110,6130,739,685,-54,990,981,-9,198,77.43,590.6,3290
2016-09-24,9112,4990,892,762,-130,930,1040,110,237,66.06,537.9,6240
2016-09-25,10007,5220,822,782,-40,920,980,60,246,71.38,529.32,7250
2016-09-26,10495,6800,859,739,-120,1080,1170,90,316,56.01,495.09,8220
2016-09-27,10595,7530,661,638,-23,980,962,-18,262,61.99,543.3,9070
2016-09-28,7800,8040,882,650,-232,1030,1020,-10,339,73.34,532,8850
2016-09-29,4504,8350,756,624,-132,1050,1090,40,343,63.08,536.28,5830
2016-09-30,8309,7960,526,508,-18,1080,1120,40,286,52.74,509.38,3350
2016-10-01,8015,6960,544,482,-62,1020,1080,60,320,66.8,513.54,6760
2016-10-02,9498,5790,548,497,-51,1050,1040,-10,329,52.43,512.22,6870
2016-10-03,9201,6910,556,550,-6,1150,1260,110,307,56.39,509.92,7680
2016-10-04,8920,6890,567,557,-10,1200,1230,30,302,101.27,490.3,7330
2016-10-05,6907,7820,630,587,-43,1150,1140,-10,324,101.06,488.84,7200
2016-10-06,3405,7760,579,579,0,880,992,112,368,90.5,483.38,4930
2016-10-07,7301,6770,639,573,-66,1100,1060,-40,270,77.73,522.88,2420
2016-10-08,8598,5540,708,607,-101,950,1010,60,269,86.49,492.76,5610
2016-10-09,9189,4900,874,662,-212,1000,1070,70,304,69.73,591.79,6680
2016-10-10,7998,6570,793,663,-130,1070,1160,90,278,57.2,502.7,7300
2016-10-11,7896,6850,865,666,-199,1100,1080,-20,338,52.83,533.1,6500
2016-10-12,6799,7230,784,654,-130,1000,1060,60,303,60.51,500.49,6200
2016-10-13,5296,7060,696,639,-57,1010,974,-36,323,54.31,500.69,5180
2016-10-14,7899,6360,677,618,-59,940,913,-27,320,66.94,442.22,4260
2016-10-15,7789,5800,681,599,-82,980,988,8,276,73.81,396.46,6340
2016-10-16,8592,5350,615,580,-35,840,851,11,312,67.66,430.55,6570
2016-10-17,8994,6320,591,570,-21,930,1010,80,306,61.99,437.66,7410
2016-10-18,8987,6720,609,552,-57,970,1050,80,240,84.02,461.06,7760
2016-10-19,7711,7140,660,616,-44,910,1000,90,262,80.38,486.81,7490
2016-10-20,5292,7190,789,645,-144,1110,1050,-60,266,75.23,505.28,6290
2016-10-21,8793,7100,827,673,-154,1060,1060,0,216,70.84,531.23,4070
2016-10-22,7900,6440,869,679,-190,1000,975,-25,287,86.06,536.97,7180
2016-10-23,8415,5820,717,649,-68,820,838,18,298,73.82,542.78,6870
2016-10-24,8205,6880,750,639,-111,930,824,-106,298,83.36,510.07,7210
2016-10-25,7201,7160,664,654,-10,700,785,85,333,79.16,523.63,7240
2016-10-26,5601,7280,708,586,-122,760,769,9,295,86.42,546.23,6230
2016-10-27,3804,7240,500,503,3,640,687,47,263,81.29,488.94,4960
2016-10-28,6909,6380,538,493,-45,600,665,65,251,68.54,460.72,3080
2016-10-29,7404,5550,560,485,-75,670,698,28,252,58.38,498.18,6210
2016-10-30,8201,4760,560,510,-50,620,606,-14,240,75.38,506.68,6590
2016-10-31,7971,5890,492,489,-3,710,754,44,316,58.76,485.32,7410
2016-11-01,7310,6700,771,582,-189,750,813,63,307,56.87,479.61,7600
2016-11-02,6821,6800,775,658,-117,790,771,-19,295,69.03,468.82,5880
2016-11-03,4310,7160,700,630,-70,730,756,26,331,61.09,473.91,5130
2016-11-04,7103,6450,692,603,-89,700,782,82,314,47.2,477.87,4180
2016-11-05,7202,7520,673,588,-85,780,846,66,321,67.8,471.66,5570
2016-11-06,7598,5320,592,539,-53,730,725,-5,290,66.1,448.45,6050
2016-11-07,6907,5930,560,510,-50,955,920,-35,292,63.07,456.42,6250
2016-11-08,7804,6500,497,478,-19,810,814,4,283,86.21,428.45,5880
2016-11-09,7179,6530,422,429,7,900,904,4,314,73.79,442.7,6450
2016-11-10,5913,6560,570,496,-74,790,802,12,278,70.59,480.45,6160
2016-11-11,8007,6620,509,482,-27,820,756,-64,278,69.57,448.82,5420
2016-11-12,7506,6500,381,399,18,700,797,97,298,75.72,410.35,6590
2016-11-13,7005,6120,446,417,-29,500,596,96,312,60.26,409.85,6720
2016-11-14,7401,7020,536,468,-68,650,723,73,282,55.64,428.03,6230
2016-11-15,6602,6820,447,451,4,700,754,54,269,48.16,491.48,6500
2016-11-16,5500,6750,625,544,-81,740,731,-9,298,36.2,528,5900
2016-11-17,3504,6510,561,508,-53,710,727,17,288,64.47,481.98,4500
2016-11-18,6800,5970,531,483,-48,720,747,27,264,69.43,470.01,3480
2016-11-19,6899,5130,551,482,-69,710,704,-6,282,50.34,399.31,5900
2016-11-20,7804,4620,380,400,20,590,625,35,284,52.78,402.72,6210
2016-11-21,4502,5920,457,420,-37,660,762,102,296,56.58,421.1,6790
2016-11-22,7008,6290,401,409,8,825,753,-72,264,62.95,426.99,4320
2016-11-23,6304,6170,482,450,-32,500,769,269,317,60.07,428.85,6190
2016-11-24,3003,5270,482,398,-84,500,500,0,399,69.02,448.58,5460
2016-11-25,4505,6020,416,409,-7,440,562,122,402,59.58,457.56,3360
2016-11-26,4850,5580,424,403,-21,450,438,-12,303,54.46,464.99,4530
2016-11-27,5798,4590,399,376,-23,390,425,35,355,75.31,475.36,4820
2016-11-28,5905,5190,393,391,-2,620,683,63,376,52.74,432.72,5300
2016-11-29,6099,5570,428,398,-30,620,580,-40,310,55.15,450.12,5570
2016-11-30,5505,5360,430,399,-31,580,574,-6,327,39.31,459.09,5500
2016-12-01,3610,5560,500,445,-55,530,636,106,325,54.13,688.23,4720
2016-12-02,6915,5540,448,450,2,500,506,6,281,55.84,471.24,4100
2016-12-03,6417,4700,425,408,-17,530,547,17,310,48.63,463.83,6330
2016-12-04,7203,4870,458,448,-10,420,428,8,349,54.1,432.09,6170
2016-12-05,7009,5860,650,548,-102,740,727,-13,341,65.3,433.88,6560
2016-12-06,6825,6080,625,492,-133,690,709,19,320,64.05,464.25,6450
2016-12-07,5708,6210,489,457,-32,720,767,47,309,55.09,471.87,6270
2016-12-08,3312,5970,455,469,14,625,671,46,297,55.12,459.89,4900
2016-12-09,6510,5790,530,458,-72,685,673,-12,311,58.5,453.83,3490
2016-12-10,6602,5210,450,426,-24,475,498,23,538,37.72,446.95,6230
2016-12-11,6704,4820,450,428,-22,500,474,-26,682,35.85,452.72,6670
2016-12-12,6108,5780,269,428,159,615,653,38,483,55.11,466.22,6490
2016-12-13,5706,6370,324,431,107,600,576,-24,444,77.49,452.09,5930
2016-12-14,4206,6360,227,430,203,540,541,1,445,56,472.47,5650
2016-12-15,2405,5770,243,427,184,740,694,-46,482,55.02,487.52,3430
2016-12-16,7231,5460,260,421,161,720,729,9,405,43.42,516.68,3130
2016-12-17,6008,4810,600,539,-61,550,607,57,343,58.2,500.27,6470
2016-12-18,5916,4630,800,703,-97,460,478,18,378,62.38,496.82,5400
2016-12-19,5305,5940,800,726,-74,600,576,-24,437,54.31,420.85,5500
2016-12-20,3806,5780,999,922,-77,670,712,42,389,48.33,437.44,4710
2016-12-21,4206,5560,1102,1010,-92,920,887,-33,278,61.44,449.95,2280
2016-12-22,2303,4670,327,480,153,230,427,197,419,93.86,533.65,4000
2016-12-23,1805,3740,270,420,150,260,346,86,299,63.07,491.46,2380
2016-12-24,1810,5040,234,400,166,280,264,-16,327,71.05,472.47,2060
2016-12-25,2006,4100,208,380,172,220,311,91,279,75.2,432.83,2010
2016-12-26,2803,3740,314,376,62,240,305,65,290,64.87,410.99,2020
2016-12-27,1732,3670,338,378,40,260,302,42,300,62.62,461.53,2590
2016-12-28,1619,3040,323,378,55,380,352,-28,270,72.42,446.59,1800
2016-12-29,1600,3260,266,375,109,220,250,30,288,122.24,471.9,1710
2016-12-30,1601,3250,111,276,165,0,20,20,269,135.93,670.93,3360
2016-12-31,1602,3670,0,48,48,0,0,0,310,87.49,707.86,2000
2017-01-01,1601,4750,0,0,0,0,0,0,387,0,420,2740
2017-01-02,3000,3670,0,0,0,0,0,0,174,0,380,2290
2017-01-03,1700,3730,0,0,0,0,0,0,172,0,343,3210
2017-01-04,1596,3590,0,0,0,0,0,0,171,0,312,2700
2017-01-05,1596,3730,0,0,0,0,0,0,170,0,361.9,1990
2017-01-06,3495,3820,0,0,0,0,0,0,170,0,315,1920
2017-01-07,3001,3090,0,0,0,0,0,0,169,0,324,3480
2017-01-08,4005,3000,0,0,0,150,103,-47,169,0,307,2620
2017-01-09,3703,3260,0,0,0,450,626,176,168,0,304,2880
2017-01-10,1604,3350,0,0,0,600,622,22,169,0.079,315.58,3220
2017-01-11,3300,3370,0,0,0,360,386,26,168,16.26,381.43,1570
2017-01-12,1606,3460,0,0,0,380,333,-47,180,20.28,482.82,3010
2017-01-13,4499,3020,0,0,0,340,358,18,165,23.65,510.04,1470
2017-01-14,3498,3230,600,0,-600,350,330,-20,215,61.01,497.44,3960
2017-01-15,3201,3100,800,220,-580,290,300,10,232,59.81,493.33,3420
2017-01-16,2300,3720,400,368,-32,300,319,19,209,71.66,442.52,2960
2017-01-17,3022,4070,350,320,-30,270,338,68,242,45.77,406.67,1890
2017-01-18,3602,3690,350,332,-18,340,380,40,285,55.9,420.99,1930
2017-01-19,5990,3320,350,244,-106,370,365,-5,327,56.83,444.25,3150
2017-01-20,2816,3040,600,0,-600,320,319,-1,291,63.4,424.64,5260
2017-01-21,4899,3750,600,0,-600,300,302,2,268,71.59,413.83,3290
2017-01-22,3611,4720,400,199,-201,250,273,23,249,67.99,427.86,4370
2017-01-23,4208,4360,400,356,-44,340,391,51,267,67.87,412.65,3390
2017-01-24,4596,4530,123,371,248,380,385,5,244,64.86,382.41,3790
2017-01-25,4788,4220,222,369,147,525,489,-36,340,58.14,357.03,3980
2017-01-26,4505,4120,234,369,135,650,597,-53,375,52.79,338.83,4160
2017-01-27,6498,4520,401,370,-31,740,776,36,409,64.33,357.33,4370
2017-01-28,7214,4870,278,385,107,790,779,-11,371,43.98,372.79,5370
2017-01-29,8013,4520,234,392,158,650,655,5,358,64.58,386.86,6000
2017-01-30,8196,5860,253,397,144,720,716,-4,363,61.41,381.36,6600
2017-01-31,7509,5950,247,395,148,800,738,-62,368,66.03,441.12,6810
2017-02-01,6496,6730,277,396,119,980,1000,20,362,81.62,421.74,5550
2017-02-02,3893,7230,343,397,54,950,951,1,328,84.72,455.99,5490
2017-02-03,8313,6470,343,395,52,900,933,33,287,70.95,450.52,3630
2017-02-04,8494,5780,348,395,47,720,731,11,311,46.3,445.47,6520
2017-02-05,8501,5120,325,395,70,510,496,-14,321,50.19,445.73,7150
2017-02-06,6215,6790,404,409,5,460,479,19,335,66.22,441.74,6920
2017-02-07,5299,7710,370,409,39,520,551,31,314,60.18,419.72,5140
2017-02-08,5498,7610,569,522,-47,600,595,-5,266,56.88,412.72,5080
2017-02-09,4505,6740,629,618,-11,660,684,24,229,49.43,414.11,3650
2017-02-10,8701,5770,677,644,-33,800,765,-35,271,45.44,396.99,4500
2017-02-11,9296,5070,701,643,-58,750,769,19,285,37.11,407.12,6300
2017-02-12,9798,5540,730,607,-123,610,645,35,287,62.25,408.3,7710
2017-02-13,10002,7070,753,678,-75,725,685,-40,270,45.15,406.84,7640
2017-02-14,8999,8270,700,628,-72,820,732,-88,293,68.72,379.06,7370
2017-02-15,9203,8590,594,556,-38,830,818,-12,290,57.9,407.61,7180
2017-02-16,2990,8400,667,611,-56,1020,953,-67,285,55.19,406.09,6120
2017-02-17,5999,7700,740,625,-115,850,890,40,210,35.77,404.63,2650
2017-02-18,4497,6330,358,441,83,280,438,158,353,69.29,463.54,5300
2017-02-19,4600,4800,310,411,101,250,274,24,341,56.77,458.98,3710
2017-02-20,5994,5710,315,418,103,290,361,71,389,51.2,398.1,4280
2017-02-21,8694,5440,324,417,93,390,435,45,433,45.01,376.37,5340
2017-02-22,8186,5790,300,412,112,540,585,45,434,70.65,330.06,7690
2017-02-23,4196,6310,338,412,74,640,680,40,378,54.35,359.93,6180
2017-02-24,8486,7520,338,416,78,700,780,80,380,49.5,388.62,3650
2017-02-25,7593,7250,318,416,98,800,830,30,380,54.17,406.17,6930
2017-02-26,8215,6540,360,418,58,750,677,-73,351,57.09,395.89,6250
2017-02-27,8000,7590,448,416,-32,600,574,-26,305,56.45,394.91,7210
2017-02-28,7698,7160,357,395,38,430,483,53,310,43.04,417.42,6830
2017-03-01,7306,7330,454,439,-15,425,472,47,290,46.85,383.46,5970
2017-03-02,7794,7370,458,453,-5,500,575,75,295,63.3,388.09,6080
2017-03-03,10006,7140,493,464,-29,540,548,8,307,34.2,381.79,7080
2017-03-04,9901,6850,503,458,-45,570,531,-39,275,50.47,396.48,7790
2017-03-05,10500,7960,506,488,-18,470,442,-28,254,47.9,403.65,8070
2017-03-06,10699,8930,485,458,-27,590,586,-4,305,44.83,423.7,8430
2017-03-07,11502,9080,623,583,-40,685,511,-174,300,54.42,424.88,8640
2017-03-08,11101,9370,838,756,-82,720,732,12,287,68.13,394.46,9050
2017-03-09,10985,9880,897,834,-63,760,812,52,321,75.53,368.23,8190
2017-03-10,12294,9790,1045,984,-61,850,837,-13,312,72.45,392.26,8690
2017-03-11,12305,9860,1019,966,-53,820,896,76,381,76.2,387.89,9590
2017-03-12,12196,9510,938,911,-27,680,703,23,364,74.85,360.77,9480
2017-03-13,12502,10400,930,900,-30,820,833,13,349,42.96,384.48,9190
2017-03-14,11299,10900,914,899,-15,790,819,29,336,64.6,412.31,9520
2017-03-15,12188,11700,928,867,-61,890,956,66,291,51.39,407.79,8850
2017-03-16,8506,10800,988,916,-72,1275,1120,-155,395,56.18,387.89,8570
2017-03-17,11600,10500,1088,954,-134,1175,1170,-5,339,58.35,418.69,7630
2017-03-18,11392,9600,1009,952,-57,1150,1160,10,307,77.27,390.82,8280
2017-03-19,10502,8400,896,882,-14,920,1020,100,338,60.61,415.35,9150
2017-03-20,11890,9670,1050,997,-53,1150,1090,-60,387,50.29,419.26,7780
2017-03-21,11903,9970,1009,989,-20,1010,1100,90,388,66.06,427.34,9470
2017-03-22,11096,9470,898,885,-13,1190,1120,-70,362,69.89,427.87,8580
2017-03-23,8984,9820,943,867,-76,1220,1210,-10,336,56.71,386.65,8140
2017-03-24,13612,9800,870,859,-11,1350,1370,20,321,53.73,426.96,8720
2017-03-25,13601,9470,956,892,-64,1100,1070,-30,306,86.57,399.58,10200
2017-03-26,12492,9320,987,944,-43,860,805,-55,323,78.64,428.62,10500
2017-03-27,11296,10400,935,913,-22,1200,1150,-50,326,44.2,418.39,9410
2017-03-28,11496,11200,983,936,-47,1050,1180,130,315,53.72,422.93,8550
2017-03-29,11996,11300,993,971,-22,1150,1200,50,315,52.58,398.93,9150
2017-03-30,9998,10700,1300,1200,-100,1180,1230,50,350,63.78,423.12,8720
2017-03-31,13400,9950,1175,1170,-5,1180,1190,10,365,79.78,399.89,9230
2017-04-01,13698,9790,1036,1030,-6,1090,1080,-10,370,56.98,456.06,9270
2017-04-02,13699,9950,948,938,-10,925,985,60,329,54.2,480.16,11700
2017-04-03,13195,11000,931,869,-62,1220,1210,-10,303,86.04,481.94,10600
2017-04-04,12195,10900,1086,1010,-76,1340,1400,60,339,78.84,421.49,10000
2017-04-05,12300,11400,1169,1100,-69,1220,1280,60,321,88.89,426.13,8960
2017-04-06,10001,11700,1620,1310,-310,1300,1370,70,392,94.74,454.6,8960
2017-04-07,13697,11100,1358,1310,-48,1150,1200,50,339,84.12,473.61,8900
2017-04-08,13394,10100,1213,1210,-3,780,1030,250,344,55.75,435.3,10500
2017-04-09,11994,9780,1379,1300,-79,800,811,11,393,78.26,460.76,10600
2017-04-10,9511,10600,1451,1400,-51,1100,996,-104,344,71.66,479.32,9440
2017-04-11,11405,11000,1476,1450,-26,960,1020,60,363,81.59,393.06,7780
2017-04-12,13895,10800,1413,1390,-23,1050,1160,110,388,71.39,393.01,8170
2017-04-13,10298,10300,1251,1250,-1,1200,1170,-30,387,55.51,424.46,10600
2017-04-14,11295,9870,1400,1330,-70,1150,1130,-20,358,58.49,438.54,8670
2017-04-15,11302,9610,1215,1180,-35,890,1110,220,357,78.49,351.62,8750
2017-04-16,12702,8860,1160,1090,-70,760,782,22,364,68.71,376.05,9000
2017-04-17,13000,9490,1080,1040,-40,1075,1110,35,365,71.1,425.22,9900
2017-04-18,14501,9750,1068,1010,-58,1200,1150,-50,364,57.96,361.08,9830
2017-04-19,13497,10600,1069,1030,-39,1230,1280,50,346,63.23,398.07,11600
2017-04-20,7012,11200,1280,1160,-120,1500,1540,40,381,75.42,415.31,9850
2017-04-21,14278,11000,1373,1290,-83,1500,1530,30,322,78.44,456.2,6330
2017-04-22,14790,10600,1456,1380,-76,1450,1340,-110,367,72.16,427.28,10600
2017-04-23,15492,8800,1330,1300,-30,1140,1130,-10,409,83.22,407.24,11700
2017-04-24,14210,10200,1206,1190,-16,1220,1230,10,482,50.39,432.13,12300
2017-04-25,10187,10600,1369,1270,-99,1230,1160,-70,436,65.2,434.3,10800
2017-04-26,9406,10900,1367,1280,-87,1245,1270,25,387,78.46,399.15,7970
2017-04-27,7100,10800,1299,1210,-89,1280,1260,-20,404,88.65,416.42,7030
2017-04-28,12793,10100,1233,1170,-63,1160,1120,-40,349,71.31,457.16,5850
2017-04-29,13201,9330,1255,1160,-95,1190,1200,10,362,102.13,461.67,9350
2017-04-30,13504,9150,1062,1030,-32,1080,1110,30,407,95.8,476.84,10000
2017-05-01,12201,10400,1098,1090,-8,1320,1390,70,395,87.52,520.08,9900
2017-05-02,12190,10300,1090,1080,-10,1350,1390,40,377,79.73,507.41,9030
2017-05-03,9900,10600,1070,1030,-40,1390,1340,-50,444,99.27,494.49,9020
2017-05-04,6813,10400,1187,1110,-77,1520,1570,50,415,75.78,450.88,7800
2017-05-05,11999,10100,1231,1150,-81,1350,1290,-60,387,68.79,529.38,5450
2017-05-06,12004,9470,1287,1160,-127,1350,1350,0,404,58.24,518.96,8460
2017-05-07,12697,9310,1020,998,-22,1250,1260,10,389,78.33,534.76,8600
2017-05-08,11501,10100,1039,943,-96,1350,1300,-50,373,70.37,473.21,9870
2017-05-09,10201,10100,1000,859,-141,550,790,240,415,72.97,533,9270
2017-05-10,5598,10200,1027,914,-113,550,582,32,390,101.31,520.24,8300
2017-05-11,3506,9250,931,893,-38,970,947,-23,334,67.66,504.06,4400
2017-05-12,10495,8490,926,880,-46,1010,1090,80,368,68.05,415.5,3480
2017-05-13,10510,5620,1061,984,-77,1050,1040,-10,326,65.372,428.97,7660
2017-05-14,10903,5060,1143,1060,-83,820,822,2,314,86.96,404.26,8050
2017-05-15,10001,7720,1278,1050,-228,1130,1070,-60,329,76.48,432.96,8550
2017-05-16,9013,8560,1091,1020,-71,1000,1060,60,371,79.48,487.46,7620
2017-05-17,8498,8660,1155,1080,-75,1220,1250,30,313,58.24,474.94,6740
2017-05-18,5502,8190,1216,1120,-96,1150,1210,60,362,97.81,527.85,6040
2017-05-19,11095,7430,1142,1130,-12,1100,1060,-40,299,88.66,512.55,4440
2017-05-20,11982,6300,1229,1150,-79,1025,1080,55,328,90.8,450.12,7870
2017-05-21,11488,6420,1200,1130,-70,950,874,-76,248,97.6,451,9080
2017-05-22,12020,7990,1250,1150,-100,1275,1240,-35,320,73.15,447.19,8830
2017-05-23,11905,8900,1400,1270,-130,1340,1300,-40,405,78.54,421.1,8910
2017-05-24,11210,9050,1400,1300,-100,1550,1600,50,375,110.55,439.41,8920
2017-05-25,6499,9220,1450,1420,-30,1680,1610,-70,368,69.26,449.81,6930
2017-05-26,13197,8760,1500,1440,-60,1650,1640,-10,315,72.91,482.74,4800
2017-05-27,12020,7280,1500,1430,-70,1220,1290,70,303,109.76,502.49,9790
2017-05-28,11203,6820,1226,1260,34,1000,1060,60,371,89.32,517.52,8950
2017-05-29,11899,8330,1143,1110,-33,990,1040,50,395,83.5,535.09,8510
2017-05-30,10996,9500,1174,1080,-94,1300,1270,-30,423,79.1,475.13,8830
2017-05-31,10696,9330,1275,1140,-135,1440,1450,10,380,75.57,489.13,8070
2017-06-01,5895,9280,1300,1220,-80,1500,1670,170,374,72.34,469.13,6660
2017-06-02,12103,9010,1215,1180,-35,1440,1510,70,339,67.8,581.01,5430
2017-06-03,11498,7230,1330,1190,-140,1250,1350,100,356,54.53,563.82,8400
2017-06-04,12693,6550,1089,1080,-9,950,1090,140,356,73.9,539.96,8610
2017-06-05,12500,8670,1250,1150,-100,1420,1380,-40,373,76.8,486.34,8810
2017-06-06,12003,8930,1160,1080,-80,1300,1500,200,354,70.72,435.46,9290
2017-06-07,11016,9370,1300,1230,-70,1630,1610,-20,421,71.03,480.55,8460
2017-06-08,8235,9540,1277,1220,-57,1760,1770,10,410,62.41,538.21,7480
2017-06-09,11600,9190,1207,1150,-57,1620,1620,0,346,85.24,570.88,6420
2017-06-10,12499,8310,1171,1100,-71,1390,1460,70,377,82.15,536.6,8390
2017-06-11,12497,7390,1100,1040,-60,1250,1210,-40,398,63.09,554.52,9510
2017-06-12,12801,9150,1200,1110,-90,1280,1320,40,420,62.5,532.04,9450
2017-06-13,13296,9240,1430,1320,-110,1320,1360,40,385,86.62,497.97,10500
2017-06-14,13111,9110,1473,1400,-73,1600,1520,-80,404,99.08,478.85,9830
2017-06-15,8294,10100,1437,1330,-107,1650,1600,-50,414,60.69,506.38,7740
2017-06-16,13403,10400,1418,1370,-48,1600,1530,-70,427,85.23,573.74,7450
2017-06-17,12310,8850,1441,1350,-91,1400,1350,-50,440,81.22,577.95,9140
2017-06-18,12807,7720,1406,1370,-36,1200,1260,60,479,69.14,584.63,9260
2017-06-19,10608,9340,1291,1300,9,1360,1440,80,479,66.03,547.78,9450
2017-06-20,10897,9330,1430,1330,-100,1550,1530,-20,440,55.03,505.82,7650
2017-06-21,10602,9500,1420,1290,-130,1500,1560,60,418,77.46,450.31,7440
2017-06-22,8312,9220,1270,1180,-90,1675,1630,-45,353,74.04,486.8,6830
2017-06-23,13003,8000,1180,1110,-70,1560,1550,-10,423,64.16,516.63,7240
2017-06-24,13104,7140,1160,1110,-50,1450,1440,-10,509,56.31,524.63,9590
2017-06-25,12790,7870,1150,1120,-30,1240,1340,100,523,98.99,541.58,9930
2017-06-26,12870,9330,1231,1170,-61,1600,1540,-60,491,58.66,506.78,9100
2017-06-27,12893,9790,1400,1330,-70,1860,1750,-110,464,77.67,508.3,9300
2017-06-28,12704,9900,1489,1410,-79,1750,1760,10,468,92.04,504.13,9340
2017-06-29,7905,9850,1500,1410,-90,1620,1700,80,392,79.66,487.99,8900
2017-06-30,12899,9610,1447,1380,-67,1460,1460,0,453,63.23,552.14,6530
